Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2007-06-05,122.74251556396484,122.74251556396484,121.32955932617188,121.94388580322266,121.94388580322266,553,0.0,0.0
2007-06-06,120.7152328491211,120.7152328491211,112.66754913330078,119.91661071777344,119.91661071777344,1318,0.0,0.0
2007-06-07,116.90641021728516,126.3670425415039,116.90641021728516,126.3670425415039,126.3670425415039,1839,0.0,0.0
2007-06-08,127.59569549560548,127.59569549560548,121.145263671875,124.76979064941406,124.76979064941406,1139,0.0,0.0
2007-06-11,122.74251556396484,123.72543334960938,121.75959014892578,123.72543334960938,123.72543334960938,505,0.0,0.0
2007-06-12,122.74251556396484,123.72543334960938,120.7152328491211,123.72543334960938,123.72543334960938,1172,0.0,0.0
2007-06-13,121.51386260986328,123.35684204101562,121.32955932617188,123.35684204101562,123.35684204101562,1871,0.0,0.0
2007-06-14,124.76979064941406,124.76979064941406,121.145263671875,123.72543334960938,123.72543334960938,390,0.0,0.0
2007-06-15,121.145263671875,123.17253875732422,120.7152328491211,123.17253875732422,123.17253875732422,781,0.0,0.0
2007-06-18,122.31248474121094,123.72543334960938,120.7152328491211,123.72543334960938,123.72543334960938,2010,0.0,0.0
2007-06-19,121.94388580322266,122.31248474121094,120.7152328491211,121.51386260986328,121.51386260986328,1550,0.0,0.0
2007-06-20,122.31248474121094,122.92681121826172,119.91661071777344,122.92681121826172,122.92681121826172,911,0.0,0.0
2007-06-21,120.7152328491211,125.75271606445312,120.7152328491211,123.72543334960938,123.72543334960938,903,0.0,0.0
2007-06-22,123.72543334960938,125.75271606445312,123.72543334960938,125.75271606445312,125.75271606445312,374,0.0,0.0
2007-06-25,125.38411712646484,125.38411712646484,123.72543334960938,123.72543334960938,123.72543334960938,341,0.0,0.0
2007-06-26,121.51386260986328,123.72543334960938,121.51386260986328,122.74251556396484,122.74251556396484,488,0.0,0.0
2007-06-27,122.74251556396484,124.33975982666016,121.32955932617188,124.33975982666016,124.33975982666016,634,0.0,0.0
2007-06-28,122.74251556396484,123.17253875732422,121.51386260986328,123.17253875732422,123.17253875732422,341,0.0,0.0
2007-06-29,122.31248474121094,124.33975982666016,120.89952850341795,121.32955932617188,121.32955932617188,602,0.0,0.0
2007-07-02,120.89952850341795,124.95408630371094,120.7152328491211,124.95408630371094,124.95408630371094,1676,0.0,0.0
2007-07-03,120.89952850341795,122.74251556396484,120.7152328491211,121.145263671875,121.145263671875,586,0.0,0.0
2007-07-04,122.74251556396484,122.74251556396484,120.53093719482422,122.74251556396484,122.74251556396484,3027,0.0,0.0
2007-07-05,123.72543334960938,130.79019165039062,121.94388580322266,125.56841278076172,125.56841278076172,4606,0.0,0.0
2007-07-06,127.96429443359376,127.96429443359376,126.73563385009766,127.16566467285156,127.16566467285156,472,0.0,0.0
2007-07-09,127.16566467285156,128.57861328125,124.76979064941406,128.14859008789062,128.14859008789062,332,0.0,0.0
2007-07-10,124.52406311035156,126.73563385009766,123.17253875732422,126.73563385009766,126.73563385009766,879,0.0,0.0
2007-07-11,125.75271606445312,125.75271606445312,125.13838958740234,125.75271606445312,125.75271606445312,374,0.0,0.0
2007-07-12,123.72543334960938,126.73563385009766,122.74251556396484,126.73563385009766,126.73563385009766,179,0.0,0.0
2007-07-13,125.75271606445312,128.76290893554688,124.76979064941406,125.38411712646484,125.38411712646484,1220,0.0,0.0
2007-07-16,125.38411712646484,126.73563385009766,122.74251556396484,125.93701171875,125.93701171875,927,0.0,0.0
2007-07-17,125.75271606445312,125.75271606445312,124.76979064941406,124.76979064941406,124.76979064941406,179,0.0,0.0
2007-07-18,125.75271606445312,126.55133819580078,120.89952850341795,124.52406311035156,124.52406311035156,976,0.0,0.0
2007-07-19,120.89952850341795,124.76979064941406,118.93368530273438,124.15546417236328,124.15546417236328,992,0.0,0.0
2007-07-20,124.76979064941406,124.76979064941406,120.7152328491211,124.15546417236328,124.15546417236328,797,0.0,0.0
2007-07-23,120.7152328491211,122.74251556396484,120.7152328491211,122.74251556396484,122.74251556396484,293,0.0,0.0
2007-07-24,121.75959014892578,121.75959014892578,121.145263671875,121.145263671875,121.145263671875,227,0.0,0.0
2007-07-25,119.73230743408205,122.12818908691406,115.67774963378906,120.7152328491211,120.7152328491211,681,0.0,0.0
2007-07-26,118.93368530273438,122.12818908691406,117.52073669433594,122.12818908691406,122.12818908691406,440,0.0,0.0
2007-07-27,119.73230743408205,121.75959014892578,119.73230743408205,121.75959014892578,121.75959014892578,293,0.0,0.0
2007-07-30,120.53093719482422,121.94388580322266,118.68795776367188,120.7152328491211,120.7152328491211,65,0.0,0.0
2007-07-31,119.73230743408205,121.51386260986328,118.13506317138672,120.7152328491211,120.7152328491211,439,0.0,0.0
2007-08-01,121.94388580322266,121.94388580322266,120.7152328491211,121.75959014892578,121.75959014892578,195,0.0,0.0
2007-08-02,118.93368530273438,120.89952850341795,116.72210693359376,120.89952850341795,120.89952850341795,211,0.0,0.0
2007-08-03,118.68795776367188,122.74251556396484,117.7050323486328,122.55821228027344,122.55821228027344,130,0.0,0.0
2007-08-06,122.55821228027344,122.55821228027344,120.7152328491211,120.7152328491211,120.7152328491211,146,0.0,0.0
2007-08-07,117.33643341064452,120.7152328491211,116.72210693359376,117.7050323486328,117.7050323486328,260,0.0,0.0
2007-08-08,116.10778045654295,120.7152328491211,116.10778045654295,120.10090637207033,120.10090637207033,260,0.0,0.0
2007-08-09,120.53093719482422,120.53093719482422,120.53093719482422,120.53093719482422,120.53093719482422,16,0.0,0.0
2007-08-10,116.47637939453124,118.68795776367188,114.08050537109376,116.29208374023438,116.29208374023438,455,0.0,0.0
2007-08-13,114.69483184814452,119.11798095703124,114.69483184814452,119.11798095703124,119.11798095703124,341,0.0,0.0
2007-08-14,119.73230743408205,119.73230743408205,106.8314437866211,111.68463134765624,111.68463134765624,1839,0.0,0.0
2007-08-15,111.68463134765624,114.51052856445312,110.0873794555664,112.66754913330078,112.66754913330078,325,0.0,0.0
2007-08-16,116.47637939453124,116.47637939453124,114.08050537109376,114.08050537109376,114.08050537109376,227,0.0,0.0
2007-08-17,115.67774963378906,115.67774963378906,112.8518524169922,115.4934539794922,115.4934539794922,146,0.0,0.0
2007-08-20,114.69483184814452,119.54801177978516,112.66754913330078,119.54801177978516,119.54801177978516,838,0.0,0.0
2007-08-21,115.4934539794922,118.50365447998048,113.89620208740234,118.3193588256836,118.3193588256836,244,0.0,0.0
2007-08-22,115.67774963378906,116.72210693359376,114.8791275024414,115.67774963378906,115.67774963378906,472,0.0,0.0
2007-08-23,114.69483184814452,117.33643341064452,113.71190643310548,113.71190643310548,113.71190643310548,244,0.0,0.0
2007-08-24,112.8518524169922,112.8518524169922,110.45597839355467,110.64027404785156,110.64027404785156,765,0.0,0.0
2007-08-27,109.6573486328125,109.6573486328125,109.6573486328125,109.6573486328125,109.6573486328125,472,0.0,0.0
2007-08-28,111.68463134765624,111.68463134765624,108.67442321777344,110.64027404785156,110.64027404785156,732,0.0,0.0
2007-08-29,110.64027404785156,110.64027404785156,108.06009674072266,108.85872650146484,108.85872650146484,341,0.0,0.0
2007-08-30,110.64027404785156,110.64027404785156,103.02262115478516,106.64714813232422,106.64714813232422,2604,0.0,0.0
2007-08-31,105.66422271728516,109.6573486328125,105.66422271728516,109.6573486328125,109.6573486328125,992,0.0,0.0
2007-09-03,108.67442321777344,108.67442321777344,108.67442321777344,108.67442321777344,108.67442321777344,16,0.0,0.0
2007-09-04,107.0157470703125,108.42869567871094,104.61986541748048,105.84852600097656,105.84852600097656,716,0.0,0.0
2007-09-05,106.64714813232422,113.46617889404295,106.64714813232422,113.28187561035156,113.28187561035156,911,0.0,0.0
2007-09-06,109.04302215576172,110.64027404785156,107.261474609375,110.64027404785156,110.64027404785156,390,0.0,0.0
2007-09-07,107.44577026367188,114.51052856445312,107.44577026367188,110.64027404785156,110.64027404785156,1985,0.0,0.0
2007-09-10,113.09757995605467,113.09757995605467,108.85872650146484,111.07030487060548,111.07030487060548,1285,0.0,0.0
2007-09-11,108.85872650146484,118.68795776367188,108.85872650146484,118.68795776367188,118.68795776367188,113,0.0,0.0
2007-09-12,112.4832534790039,112.4832534790039,112.4832534790039,112.4832534790039,112.4832534790039,162,0.0,0.0
2007-09-13,108.06009674072266,110.45597839355467,104.80416870117188,106.21711730957033,106.21711730957033,1497,0.0,0.0
2007-09-14,106.64714813232422,116.10778045654295,106.64714813232422,116.10778045654295,116.10778045654295,1074,0.0,0.0
2007-09-17,117.7050323486328,117.7050323486328,112.66754913330078,116.72210693359376,116.72210693359376,6755,0.0,0.0
2007-09-18,117.7050323486328,117.7050323486328,114.69483184814452,116.47637939453124,116.47637939453124,236,0.0,0.0
2007-09-19,113.89620208740234,117.52073669433594,113.89620208740234,117.52073669433594,117.52073669433594,195,0.0,0.0
2007-09-20,117.52073669433594,117.52073669433594,115.9234848022461,115.9234848022461,115.9234848022461,195,0.0,0.0
2007-09-21,118.68795776367188,119.54801177978516,116.72210693359376,116.90641021728516,116.90641021728516,1078,0.0,0.0
2007-09-24,119.30228424072266,120.7152328491211,117.7050323486328,118.68795776367188,118.68795776367188,748,0.0,0.0
2007-09-25,115.9234848022461,117.7050323486328,115.9234848022461,117.7050323486328,117.7050323486328,97,0.0,0.0
2007-09-26,117.7050323486328,117.7050323486328,116.72210693359376,116.72210693359376,116.72210693359376,309,0.0,0.0
2007-09-27,114.8791275024414,116.72210693359376,114.8791275024414,116.72210693359376,116.72210693359376,130,0.0,0.0
2007-09-28,113.71190643310548,113.71190643310548,110.64027404785156,113.46617889404295,113.46617889404295,830,0.0,0.0
2007-10-01,114.8791275024414,115.30915832519533,114.8791275024414,114.8791275024414,114.8791275024414,358,0.0,0.0
2007-10-02,115.67774963378906,123.5411376953125,115.67774963378906,120.7152328491211,120.7152328491211,1106,0.0,0.0
2007-10-03,119.30228424072266,122.55821228027344,116.90641021728516,122.55821228027344,122.55821228027344,852,0.0,0.0
2007-10-04,120.7152328491211,121.75959014892578,120.7152328491211,121.75959014892578,121.75959014892578,436,0.0,0.0
2007-10-05,121.75959014892578,122.74251556396484,120.7152328491211,121.75959014892578,121.75959014892578,879,0.0,0.0
2007-10-08,122.12818908691406,123.17253875732422,121.75959014892578,123.17253875732422,123.17253875732422,624,0.0,0.0
2007-10-09,122.74251556396484,135.8276824951172,122.74251556396484,133.80039978027344,133.80039978027344,1334,0.0,0.0
2007-10-10,131.7731170654297,133.9846954345703,127.77999114990234,131.5888214111328,131.5888214111328,862,0.0,0.0
2007-10-11,130.79019165039062,131.5888214111328,129.80726623535156,131.5888214111328,131.5888214111328,374,0.0,0.0
2007-10-12,128.9472198486328,128.9472198486328,127.77999114990234,128.76290893554688,128.76290893554688,293,0.0,0.0
2007-10-15,126.98136901855467,133.80039978027344,126.55133819580078,133.80039978027344,133.80039978027344,586,0.0,0.0
2007-10-16,127.77999114990234,130.17587280273438,126.73563385009766,130.17587280273438,130.17587280273438,97,0.0,0.0
2007-10-17,129.9915771484375,129.9915771484375,129.9915771484375,129.9915771484375,129.9915771484375,65,0.0,0.0
2007-10-18,130.60589599609375,131.7731170654297,122.74251556396484,124.76979064941406,124.76979064941406,1253,0.0,0.0
2007-10-19,124.76979064941406,131.7731170654297,124.76979064941406,131.7731170654297,131.7731170654297,1237,0.0,0.0
2007-10-22,124.95408630371094,128.76290893554688,123.72543334960938,127.77999114990234,127.77999114990234,2539,0.0,0.0
2007-10-23,124.95408630371094,126.73563385009766,123.72543334960938,123.72543334960938,123.72543334960938,1497,0.0,0.0
2007-10-24,122.74251556396484,126.55133819580078,120.89952850341795,122.74251556396484,122.74251556396484,1966,0.0,0.0
2007-10-25,124.76979064941406,124.76979064941406,124.76979064941406,124.76979064941406,124.76979064941406,65,0.0,0.0
2007-10-26,123.72543334960938,124.33975982666016,122.74251556396484,124.33975982666016,124.33975982666016,593,0.0,0.0
2007-10-29,120.89952850341795,120.89952850341795,120.89952850341795,120.89952850341795,120.89952850341795,162,0.0,0.0
2007-10-30,120.89952850341795,120.89952850341795,119.91661071777344,120.89952850341795,120.89952850341795,1108,0.0,0.0
2007-10-31,116.90641021728516,121.75959014892578,116.90641021728516,121.75959014892578,121.75959014892578,488,0.0,0.0
2007-11-01,116.90641021728516,120.53093719482422,116.90641021728516,120.53093719482422,120.53093719482422,455,0.0,0.0
2007-11-02,120.53093719482422,120.7152328491211,119.73230743408205,120.7152328491211,120.7152328491211,651,0.0,0.0
2007-11-05,117.88932800292967,117.88932800292967,117.7050323486328,117.7050323486328,117.7050323486328,325,0.0,0.0
2007-11-06,115.67774963378906,120.7152328491211,115.67774963378906,120.7152328491211,120.7152328491211,276,0.0,0.0
2007-11-07,116.10778045654295,119.73230743408205,116.10778045654295,119.30228424072266,119.30228424072266,538,0.0,0.0
2007-11-08,116.90641021728516,116.90641021728516,114.8791275024414,114.8791275024414,114.8791275024414,1075,0.0,0.0
2007-11-09,113.71190643310548,114.8791275024414,113.71190643310548,114.8791275024414,114.8791275024414,162,0.0,0.0
2007-11-12,114.69483184814452,114.69483184814452,110.27167510986328,110.27167510986328,110.27167510986328,228,0.0,0.0
2007-11-13,110.64027404785156,110.64027404785156,104.61986541748048,108.67442321777344,108.67442321777344,667,0.0,0.0
2007-11-14,104.61986541748048,104.61986541748048,102.59259033203124,104.61986541748048,104.61986541748048,618,0.0,0.0
2007-11-15,104.61986541748048,105.66422271728516,100.38101196289062,102.59259033203124,102.59259033203124,927,0.0,0.0
2007-11-16,100.62674713134766,103.63694763183594,100.62674713134766,103.63694763183594,103.63694763183594,229,0.0,0.0
2007-11-19,106.46285247802734,106.46285247802734,106.46285247802734,106.46285247802734,106.46285247802734,32,0.0,0.0
2007-11-20,108.67442321777344,108.67442321777344,106.64714813232422,106.64714813232422,106.64714813232422,130,0.0,0.0
2007-11-21,107.63007354736328,107.63007354736328,104.61986541748048,104.61986541748048,104.61986541748048,195,0.0,0.0
2007-11-22,108.67442321777344,111.25460052490234,108.67442321777344,110.64027404785156,110.64027404785156,455,0.0,0.0
2007-11-23,108.67442321777344,108.67442321777344,103.63694763183594,107.87580108642578,107.87580108642578,293,0.0,0.0
2007-11-26,108.67442321777344,109.6573486328125,103.63694763183594,104.61986541748048,104.61986541748048,553,0.0,0.0
2007-11-27,107.87580108642578,107.87580108642578,107.44577026367188,107.44577026367188,107.44577026367188,97,0.0,0.0
2007-11-28,104.61986541748048,104.61986541748048,104.61986541748048,104.61986541748048,104.61986541748048,130,0.0,0.0
2007-11-29,103.63694763183594,106.64714813232422,101.7939682006836,106.64714813232422,106.64714813232422,1106,0.0,0.0
2007-11-30,107.44577026367188,108.42869567871094,107.44577026367188,108.42869567871094,108.42869567871094,618,0.0,0.0
2007-12-03,106.21711730957033,108.24440002441406,106.21711730957033,108.24440002441406,108.24440002441406,423,0.0,0.0
2007-12-04,107.0157470703125,108.24440002441406,107.0157470703125,108.24440002441406,108.24440002441406,130,0.0,0.0
2007-12-05,108.42869567871094,108.42869567871094,106.64714813232422,106.64714813232422,106.64714813232422,3255,0.0,0.0
2007-12-06,118.68795776367188,132.81747436523438,117.7050323486328,118.93368530273438,118.93368530273438,6934,0.0,0.0
2007-12-07,122.74251556396484,125.13838958740234,120.7152328491211,122.12818908691406,122.12818908691406,3264,0.0,0.0
2007-12-10,122.31248474121094,123.72543334960938,116.90641021728516,121.51386260986328,121.51386260986328,1305,0.0,0.0
2007-12-11,120.7152328491211,122.74251556396484,119.73230743408205,122.74251556396484,122.74251556396484,879,0.0,0.0
2007-12-12,122.31248474121094,125.56841278076172,122.31248474121094,124.76979064941406,124.76979064941406,1790,0.0,0.0
2007-12-13,122.74251556396484,124.76979064941406,122.74251556396484,124.15546417236328,124.15546417236328,1780,0.0,0.0
2007-12-14,122.74251556396484,123.72543334960938,120.7152328491211,122.55821228027344,122.55821228027344,390,0.0,0.0
